bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
4,3,4,2,3,2,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,2,4,4,3,3,2,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3,4,3,4,4,3,3,4,5,5,4,3,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,1,1,2,2,2,3,2,2,2,29,female,8,I read the instructions.,2,3.333333333,3.583333333,3.142857143,5,4.25,4,3,2.058823529,3,3.666666667,3.666666667,3.5,3.4
4,3,2,3,2,4,3,1,3,1,3,3,2,3,2,3,2,3,2,4,2,2,3,2,1,3,3,3,3,4,3,4,1,4,4,5,5,5,4,2,2,2,3,3,3,4,4,3,4,4,3,2,2,2,3,2,4,3,4,5,2,3,4,2,3,4,3,2,3,2,3,4,4,1,2,2,3,1,2,3,3,3,2,4,2,2,4,3,4,3,4,5,3,6,4,5,4,6,3,4,3,3,4,4,5,3,3,5,5,3,4,5,7,2,3,3,2,2,2,2,3,3,3,4,4,3,2,2,2,3,3,2,3,4,3,2,2,3,2,2,3,4,4,2,3,3,3,1,24,male,8,I read the instructions,2,3.166666667,3.25,2.714285714,4.75,3.75,4.375,4,2.735294118,3.375,3,2.555555556,3,2.5
3,2,3,4,3,2,3,2,4,3,3,3,4,4,4,3,3,2,4,4,2,4,2,4,3,3,2,4,4,3,2,3,3,3,2,2,2,3,4,3,2,3,2,2,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,6,4,3,3,3,3,4,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,5,3,6,6,6,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,4,3,3,2,3,3,2,2,3,2,2,2,2,3,2,2,3,3,2,3,3,2,3,3,2,2,2,3,3,2,3,3,2,3,2,3,1,27,Male,8,I read the instructions,2,4.083333333,4,2.857142857,5.75,4,3.125,4.875,2.5,2.5,2.777777778,2.777777778,3.875,2.9
1,4,5,1,4,1,5,5,4,5,4,5,5,4,2,5,4,5,5,5,1,5,5,2,4,2,4,5,1,5,1,4,5,4,2,1,5,5,4,4,5,4,5,4,2,3,3,3,2,1,2,3,3,2,4,2,1,3,1,1,4,4,2,4,4,3,4,2,3,3,4,4,4,4,3,5,3,5,5,5,5,4,4,4,5,5,5,5,5,6,7,5,5,2,1,3,2,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,3,2,2,3,2,3,2,1,3,1,2,2,1,2,2,3,2,4,3,3,4,2,2,2,3,2,2,2,3,1,4,1,31,Female,8,I read the instructions,2,2.75,2.75,4.285714286,2,5.75,6,5.75,2.441176471,2,4.444444444,5,3.125,4
1,5,5,3,4,2,5,2,4,4,2,5,5,4,4,3,4,2,5,5,1,5,4,2,4,2,5,5,1,3,1,5,4,3,3,3,5,3,5,5,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,5,5,4,4,4,4,6,2,3,3,2,3,4,4,3,3,4,4,4,3,3,3,3,4,4,4,3,3,7,6,7,5,5,7,6,5,6,4,6,4,2,3,4,3,3,4,4,3,3,3,4,4,3,2,3,3,3,2,4,4,4,3,3,3,4,4,3,3,2,3,2,2,3,3,2,3,3,3,3,3,2,3,1,3,1,1,1,31,female,8,I read the instructions,2,5.416666667,4.25,3.285714286,5.75,6.25,3.5,4,2.764705882,1.875,4.666666667,3.555555556,3.375,3.8
3,2,5,2,4,3,4,4,2,4,3,4,5,4,4,3,2,5,1,4,3,1,5,1,4,4,2,5,2,2,4,4,5,1,5,3,3,4,2,5,2,3,5,1,2,2,2,2,2,2,3,2,2,3,2,3,4,3,4,4,2,2,2,2,3,2,2,1,3,3,4,4,4,4,3,3,3,5,5,4,5,2,3,2,3,3,3,4,4,3,2,3,1,3,2,4,2,5,6,6,5,6,7,6,6,5,6,6,6,6,7,6,6,1,2,2,3,1,2,2,2,2,1,1,3,1,2,2,2,2,3,2,3,1,3,2,1,2,1,3,2,2,1,1,3,1,1,1,29,Male,8,I read the instructions,2,2.416666667,2.583333333,3.523809524,2.75,2.25,6,5.875,1.852941176,3.25,2.777777778,4.777777778,1.875,3.5
1,4,4,4,3,1,4,4,4,4,4,3,5,4,5,2,1,4,4,4,1,5,5,3,2,4,4,3,4,4,1,4,4,2,2,2,5,4,4,4,3,4,2,4,2,2,3,2,2,4,4,3,3,3,3,2,2,4,4,2,3,4,3,3,4,4,3,1,2,3,3,4,3,3,2,2,2,3,3,4,4,2,4,3,4,4,4,4,4,6,4,5,5,7,6,6,7,3,3,3,3,3,3,3,3,5,4,4,3,4,3,3,4,3,3,4,3,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,3,1,1,1,1,2,1,1,1,1,3,2,28,Male,8,I read the instructions,2,3,3.083333333,3.19047619,6.5,5,3.75,3,1.705882353,2,3.777777778,3.888888889,3.625,3.5
4,1,4,2,4,4,4,4,3,4,5,4,4,1,4,4,3,4,2,5,4,5,4,4,4,4,4,5,2,3,2,4,4,2,3,4,5,4,2,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,3,4,5,4,5,4,2,5,2,3,4,5,5,5,5,3,4,4,3,3,4,5,3,4,5,5,4,3,7,6,7,6,6,5,2,4,6,5,6,6,5,6,7,7,4,6,6,6,5,6,6,6,3,4,3,3,3,3,3,4,3,4,2,3,3,3,2,3,1,1,3,4,3,4,3,3,3,4,2,2,3,4,2,2,2,3,1,26,man,8,"""I read the instructions""",2,1.083333333,4.166666667,4,4.25,6.5,5.625,6,2.882352941,3.875,3.888888889,4.111111111,2.25,4
5,5,4,2,5,4,4,5,1,4,4,5,5,1,4,5,5,4,2,5,5,4,4,2,5,5,5,4,2,5,5,5,4,1,2,5,5,4,1,5,5,4,5,5,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,5,5,5,5,5,5,3,4,4,4,5,5,4,4,3,4,4,5,5,3,2,7,2,1,2,2,1,6,7,6,6,6,6,7,7,6,6,6,7,7,6,6,6,2,3,3,2,4,3,3,3,2,1,3,4,1,1,4,4,1,1,3,4,2,3,3,1,1,3,1,1,3,1,1,3,1,3,1,29,male,8,I read the instructions,2,1.416666667,1.083333333,4.285714286,1.5,3.5,6.25,6.375,2.323529412,4.75,4.666666667,4.333333333,1.5,4.5
3,5,5,1,4,5,3,5,2,5,3,5,4,2,4,3,4,4,2,5,3,3,5,1,4,4,4,4,2,4,3,4,4,5,4,4,5,4,1,4,3,4,5,5,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,2,2,3,4,2,4,3,2,2,4,3,3,3,2,4,3,4,3,4,3,2,5,2,5,3,3,2,6,5,2,5,3,5,6,6,6,6,6,5,6,5,5,6,1,1,2,1,2,3,3,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,27,female,8,I read the instructions,2,1.5,1.166666667,2.952380952,3.25,3,5.625,4.75,1.470588235,3.5,4.111111111,4.444444444,2,4.2
5,5,5,1,3,2,5,4,1,4,4,5,5,1,3,5,5,5,2,3,4,5,5,1,3,2,4,5,2,3,4,5,5,1,2,5,4,5,3,2,3,5,4,2,3,2,2,2,2,3,2,2,2,3,2,3,2,1,2,4,3,2,3,3,3,4,2,2,3,2,4,4,4,4,3,3,3,4,4,4,4,3,4,3,2,2,3,4,4,5,4,4,3,2,2,3,3,4,5,5,5,4,5,6,6,5,6,4,5,5,6,6,5,3,2,3,2,1,1,2,3,2,2,3,3,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,60,female,8,I read the instructions ,2,2.5,2.583333333,3.380952381,2.5,4,5.25,5,1.735294118,3.875,4.777777778,4.777777778,1.5,2.8
4,4,4,5,3,1,5,2,5,3,2,5,4,4,2,2,5,4,5,5,1,5,2,4,2,1,4,1,4,4,1,5,3,4,1,2,5,5,5,4,4,5,2,4,3,4,4,3,4,3,4,3,2,4,3,4,2,3,2,1,3,3,2,3,2,4,3,2,2,2,3,4,3,3,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,7,7,7,7,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,37,female,8,I read the instructions,2,3.666666667,2.5,3.476190476,4.5,7,5,4,2.911764706,1.75,4.777777778,3,4.5,3.2
4,5,4,4,3,3,4,3,3,3,3,2,5,2,3,2,4,3,3,3,3,3,5,3,2,2,3,5,3,2,4,4,5,2,2,1,4,2,2,4,3,3,2,4,2,4,3,3,3,2,4,4,2,3,3,4,4,4,4,2,3,2,4,4,5,3,2,3,2,4,2,4,2,1,3,3,4,1,2,2,4,3,5,2,4,3,3,1,2,4,5,5,3,4,5,4,3,2,4,4,2,6,5,6,4,3,5,5,2,4,4,3,6,2,3,3,2,1,3,2,2,3,3,4,2,1,3,3,2,3,1,3,2,2,3,1,2,4,2,1,3,3,2,2,3,3,1,1,23,Male,8,I read the instructions.,2,3.416666667,3.333333333,2.714285714,4,4.25,4,4.125,2.352941176,2.75,3.555555556,3.777777778,2.75,2.9
3,3,4,2,3,3,5,4,2,4,5,4,4,1,2,3,3,2,2,5,2,4,4,3,3,4,4,3,3,4,4,3,4,2,4,5,5,3,1,3,3,3,5,5,5,2,4,2,3,3,4,3,3,3,2,4,4,5,6,5,3,3,5,3,5,4,3,5,2,2,2,4,3,2,3,4,3,3,3,2,3,4,4,3,3,4,5,2,3,4,5,6,7,6,5,6,4,7,7,1,4,6,5,7,4,4,7,6,5,4,6,5,4,3,4,3,3,2,3,3,2,3,2,2,4,3,3,3,2,3,4,2,3,4,2,3,4,4,1,3,2,3,3,2,4,4,4,1,37,Female,8,I read the instructions,2,3.416666667,4.25,3.047619048,5.25,5.5,5.125,5.125,2.941176471,3.625,3.777777778,3.666666667,2,3.6
2,4,5,1,5,2,5,5,3,5,4,5,5,4,5,4,2,5,4,5,2,4,4,2,5,2,4,5,1,5,2,5,5,3,4,2,5,5,4,5,5,5,4,4,2,2,3,1,2,3,3,2,1,3,2,1,3,3,5,2,2,2,4,3,5,4,2,1,3,2,5,5,4,4,3,3,3,4,4,4,4,4,4,2,5,4,4,5,4,5,6,7,7,6,6,5,5,6,6,7,7,7,7,7,7,6,5,5,4,4,5,4,5,2,3,3,3,3,3,3,2,1,2,3,3,1,2,3,3,2,3,3,3,3,3,2,2,3,2,2,3,1,3,2,3,1,3,1,40,male,8,I read the instructions,2,2.25,3,3.80952381,5.5,6.25,4.75,6.75,2.470588235,2.5,4.333333333,4.777777778,2.75,4.8
4,5,5,4,4,4,4,5,4,5,4,5,5,4,4,2,5,5,4,5,2,4,5,4,4,4,4,5,2,4,2,4,4,2,5,4,4,5,4,5,5,4,4,4,2,3,2,2,3,3,2,2,1,2,2,2,1,1,2,2,2,2,3,3,3,2,2,1,5,2,4,4,4,5,4,5,1,4,4,2,4,2,5,3,4,5,4,5,4,6,6,7,7,4,1,4,1,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,1,2,1,2,1,3,4,3,2,1,2,2,1,1,2,3,2,3,1,2,1,3,2,1,1,3,1,1,1,3,1,2,1,3,1,43,female,8,I read the instructions,2,2.333333333,2,3.80952381,2.5,6.5,6,4,1.852941176,3.25,4.333333333,4.777777778,3.5,4.5
2,3,4,4,4,2,4,4,5,4,2,4,4,4,3,2,4,4,5,4,2,3,3,4,3,2,3,4,4,4,2,4,4,4,4,2,4,4,5,4,4,3,4,4,2,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,4,3,1,3,3,4,4,3,3,3,3,2,4,3,3,3,2,4,3,3,3,3,3,4,5,5,3,4,4,4,5,3,4,4,5,4,4,4,5,4,4,5,5,4,4,4,4,5,2,3,1,3,1,3,1,2,1,2,1,3,2,1,3,2,2,1,2,2,1,2,2,1,2,2,1,2,1,3,2,3,1,3,1,41,male,8,I read the instructions,2,2.833333333,2.75,3.142857143,4,4.25,4.375,4.25,1.882352941,2,3.555555556,3.888888889,4.375,3.8
1,1,3,5,1,1,4,2,5,2,1,4,3,5,2,1,3,1,5,2,1,4,2,5,1,1,2,3,5,2,1,4,2,5,1,1,4,2,5,2,2,4,1,1,3,4,3,2,4,4,4,3,2,5,5,2,4,5,6,5,5,4,4,5,3,6,5,1,2,2,3,5,2,1,1,2,3,3,4,2,2,2,3,2,3,5,2,2,3,7,3,4,4,7,6,6,5,1,3,2,1,5,4,3,5,3,2,3,1,4,3,2,1,1,3,2,1,1,2,1,1,1,1,1,3,1,1,3,2,2,1,1,2,1,3,2,2,1,3,1,2,2,1,1,3,1,3,1,39,Male,8,I read the instructions,2,3.666666667,4.416666667,2.571428571,6,4.5,2.375,3,1.676470588,1,3.333333333,2.111111111,5,1.6
2,3,5,2,4,2,3,4,2,4,3,4,5,4,4,3,3,5,2,4,1,3,5,2,4,4,2,5,3,4,2,3,5,1,2,2,3,5,2,4,4,3,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,5,3,2,3,2,1,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,5,5,3,4,5,6,6,6,6,3,3,6,3,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,1,1,3,3,2,3,3,2,2,1,2,3,1,1,3,3,1,3,3,3,1,1,1,2,1,1,2,1,2,2,1,2,1,3,1,43,male,8,I read the instructions,2,2.166666667,2.25,3.857142857,3.75,6,5.875,6,1.911764706,2.375,3,4.777777778,2.25,3.8
4,2,5,2,5,1,4,2,1,4,5,4,5,4,5,5,5,1,1,5,4,5,5,1,4,5,4,5,5,4,2,5,5,1,1,2,4,5,1,2,5,5,2,5,3,3,2,3,3,3,4,2,3,2,2,3,4,5,4,4,5,4,3,4,3,4,4,1,3,3,4,3,3,3,3,2,3,3,4,3,3,3,4,3,4,3,2,2,3,5,5,6,6,5,4,4,4,5,6,5,6,5,6,6,5,5,6,5,6,6,6,6,6,2,3,2,3,2,2,3,4,3,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,1,52,52,8,I read the instructions,2,2.916666667,3.75,3.047619048,4.25,5.5,5.75,5.5,2.470588235,3.5,4.222222222,3.888888889,2,4
1,4,4,4,2,1,5,4,4,5,2,5,5,4,5,1,3,4,5,3,1,3,4,3,2,1,4,2,5,5,1,5,4,4,1,1,4,3,4,4,4,5,4,2,2,3,4,2,3,3,3,3,2,3,2,3,1,2,6,2,4,4,5,4,4,6,4,1,3,2,2,5,4,3,3,4,5,5,5,5,4,3,5,5,5,5,4,3,5,4,4,2,5,3,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,3,4,3,3,1,1,1,1,1,3,1,2,3,2,2,3,3,4,4,4,3,1,1,1,1,2,1,3,1,2,1,2,1,54,FEMALE,8,I read the instructions,2,3,3.583333333,4.047619048,3.75,3.75,6,6,2.147058824,1.125,4.222222222,3.777777778,4.125,3.3
3,3,5,1,5,2,5,4,1,5,3,5,5,4,5,3,4,4,5,5,2,4,5,1,4,4,3,5,3,4,2,5,5,1,3,3,4,5,3,5,4,3,4,3,3,2,3,3,3,2,3,3,1,3,3,3,1,2,3,2,1,2,3,1,3,2,2,1,4,5,5,5,4,5,5,3,5,5,5,4,5,4,5,5,5,3,3,5,5,2,4,3,2,4,2,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,1,3,1,3,3,1,1,4,3,1,1,2,3,1,3,1,2,3,1,4,3,4,3,4,3,2,4,4,2,3,4,2,1,29,Female,8,I read the instructions,2,2.916666667,1.916666667,4.523809524,3.25,2.75,6,6,2.5,2.75,4,4.666666667,2.375,4.3
1,2,4,2,3,1,2,4,2,5,2,4,5,3,4,1,2,5,2,2,1,4,4,2,4,4,2,5,2,3,1,4,5,2,2,1,4,3,2,3,2,2,4,2,1,2,2,1,1,2,3,2,2,3,1,2,4,3,5,4,2,3,4,2,2,5,2,3,4,4,4,4,4,3,3,3,2,4,3,3,4,2,4,2,2,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,2,3,3,3,2,6,5,6,5,6,6,6,5,2,1,1,3,1,2,1,1,2,1,2,2,1,1,2,2,1,1,3,2,1,2,3,1,1,3,1,2,2,2,1,2,1,2,1,36,male,8,I read the instructions,2,2,3.25,3.19047619,2.25,2.5,5.625,2.625,1.647058824,1.5,2.888888889,4.333333333,2.125,3
5,2,5,1,5,3,4,4,1,5,5,5,5,4,4,5,4,5,4,5,4,5,3,1,4,4,3,4,5,5,4,4,5,1,2,5,2,5,2,5,2,5,5,4,1,1,1,1,2,2,1,2,1,1,1,1,2,4,5,3,1,1,2,1,6,5,1,4,4,4,5,2,4,5,4,4,4,5,4,5,4,4,5,5,4,4,4,5,3,4,3,3,2,2,2,2,3,7,6,3,5,3,3,5,6,5,6,3,4,6,5,6,6,1,3,3,2,1,2,2,1,1,1,2,1,3,3,3,3,3,3,2,1,1,2,3,3,2,3,2,3,1,2,1,2,1,2,1,30,Male,8,I read the instructions,2,1.416666667,2.916666667,4.19047619,2.25,3,5.125,4.75,2.029411765,4.375,3.777777778,4.555555556,2.375,4.1
4,5,4,1,5,4,4,5,1,5,4,5,4,2,4,4,4,5,1,5,2,5,4,1,5,4,5,4,2,4,2,4,4,2,3,4,4,5,1,3,1,5,4,4,1,1,2,2,1,1,1,2,1,2,3,2,2,1,2,1,2,2,1,2,1,2,1,3,4,4,5,1,4,5,4,5,3,4,3,5,5,5,4,1,1,2,4,3,3,4,4,4,3,3,5,4,4,5,7,5,5,6,5,5,6,6,5,6,5,5,6,5,6,1,2,3,2,2,3,3,2,3,1,1,2,2,1,2,2,2,3,3,1,2,1,3,3,2,2,2,2,2,1,3,2,3,2,1,23,Male,8,I read the instructions,2,1.75,1.666666667,3.571428571,4,3.75,5.5,5.5,2.088235294,3.5,4.555555556,4.333333333,1.375,3.9
4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,3,4,4,2,4,2,4,4,2,4,5,2,4,2,4,4,2,5,2,4,4,2,4,2,4,4,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3,1,3,3,4,4,3,3,3,4,5,4,4,3,4,3,4,4,3,4,3,3,3,2,3,2,3,2,2,2,2,5,5,5,4,5,5,5,4,4,3,3,4,4,3,3,3,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,1,44,female,8,I read the instructions,2,2.583333333,2.5,3.523809524,2,2.5,3.375,4.75,1.647058824,3.75,3.333333333,3.888888889,2.25,3.8
2,4,4,2,5,3,3,4,2,5,3,4,4,3,4,4,4,3,2,5,2,4,4,2,4,4,3,4,3,5,3,4,4,4,4,2,4,4,3,2,2,3,4,4,4,3,4,2,3,3,4,3,3,4,3,2,4,3,2,3,3,2,4,2,5,2,2,2,3,4,4,4,4,4,4,1,3,3,4,2,4,2,5,4,4,5,5,5,5,6,6,6,7,5,3,5,4,7,7,7,7,7,7,7,7,5,5,6,5,4,4,4,5,3,3,2,3,1,3,2,2,2,2,2,4,1,1,2,2,4,2,2,2,1,3,3,2,4,3,3,2,4,1,3,3,2,3,1,34,male,8,I read the instructions,2,3.416666667,2.833333333,3.761904762,4.25,6.25,4.75,7,2.411764706,2.875,3.666666667,3.888888889,2.625,4
4,5,5,1,5,4,5,5,1,5,5,5,5,1,5,4,5,5,1,5,4,5,5,1,4,3,5,5,1,5,5,5,5,1,2,5,5,5,1,5,5,5,5,4,2,2,2,1,2,2,2,2,2,2,3,1,1,1,2,1,1,1,4,1,2,4,1,1,4,2,5,5,5,5,5,5,1,5,5,3,5,3,4,1,5,5,5,5,5,7,6,6,5,3,1,3,1,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,3,4,3,2,4,4,4,3,2,3,3,4,1,2,4,4,4,3,4,4,3,4,4,4,2,4,3,3,3,4,4,4,3,4,1,27,Male,8,I read the instructions,2,2.083333333,1.666666667,4.19047619,2,6,6.875,6.875,3.352941176,4.25,5,5,1,4.5
4,4,5,1,4,4,5,5,1,5,5,5,5,1,4,4,5,4,2,5,4,5,5,1,4,4,5,5,1,5,5,5,5,1,5,4,5,5,2,4,5,5,5,4,2,3,2,2,2,3,2,2,2,2,3,2,1,2,1,1,2,2,2,2,3,2,2,1,4,3,4,4,4,4,4,3,4,5,5,4,4,3,4,4,4,5,4,4,5,2,3,3,2,1,1,2,1,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,2,3,2,3,1,2,3,2,1,1,1,3,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,34,Male,8,I read the instructions,2,2.416666667,1.75,4.047619048,1.25,2.5,6,5.75,1.647058824,4.25,4.888888889,4.888888889,1.25,4.5
4,4,3,1,5,4,4,3,1,5,4,5,3,2,5,4,4,3,2,5,4,4,3,1,4,4,4,4,1,4,4,4,4,2,4,4,5,4,2,5,4,4,3,4,3,2,2,2,5,3,3,3,2,3,4,3,2,4,4,3,3,2,3,2,4,4,2,2,3,4,4,4,4,4,4,2,3,3,2,2,2,2,4,4,2,2,4,4,5,4,5,4,3,5,3,5,4,5,5,5,4,5,5,6,4,5,5,5,4,5,5,4,4,3,3,3,3,3,2,4,2,1,2,3,2,1,1,3,3,3,2,3,2,3,3,2,2,2,4,3,2,3,3,1,3,2,2,1,23,Male,8,I read the instructions,2,3.166666667,2.916666667,3.238095238,4.25,4,4.625,4.875,2.470588235,4,4.222222222,3.333333333,1.5,4.5
2,1,3,4,5,2,3,3,2,3,5,4,4,5,3,4,3,5,4,4,4,4,2,3,4,3,4,4,4,2,2,4,4,3,1,4,4,2,3,3,4,5,2,3,4,2,3,3,3,4,3,2,5,4,2,4,6,3,4,5,2,3,2,4,3,5,5,4,3,4,2,5,3,4,4,3,2,2,4,5,1,3,4,1,3,4,4,2,4,5,3,7,6,4,5,4,6,3,2,5,7,4,5,3,6,5,6,3,5,6,3,5,2,3,3,3,2,3,4,3,4,3,4,3,2,3,4,3,2,3,3,3,3,3,4,2,3,3,4,3,4,2,3,3,2,3,4,1,28,m,8,I read the instructions,2,3.416666667,3.833333333,3.19047619,4.75,5.25,4.375,4.375,3.058823529,3.25,3.555555556,3.222222222,3.5,3.2
4,5,5,1,4,3,5,4,1,5,5,4,5,2,4,4,5,4,1,5,3,5,5,1,5,3,3,5,2,4,4,5,5,1,4,5,4,5,2,5,4,5,4,4,3,2,2,2,2,3,2,2,1,2,2,3,3,1,3,4,2,2,3,2,3,2,2,1,4,3,4,4,4,3,5,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,2,3,3,2,6,6,6,5,6,6,5,6,5,4,5,6,6,5,5,6,2,3,2,3,1,4,2,2,2,1,1,2,1,2,3,2,1,2,1,3,3,2,3,1,1,2,2,2,1,1,2,3,2,4,1,50,male,8,I read the instructions,2,2.333333333,2.333333333,3.761904762,2.5,3.75,5.25,5.75,2.029411765,3.875,4.555555556,4.666666667,1.375,4.4
4,4,4,2,4,4,4,4,2,4,4,4,5,2,4,4,4,5,2,4,3,4,4,2,4,4,4,4,2,4,4,4,4,2,2,4,4,4,2,4,2,4,4,4,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,3,2,5,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,1,3,2,2,1,3,3,3,3,2,2,3,1,2,1,2,3,2,3,3,1,2,3,1,2,2,2,3,2,2,2,2,1,3,2,35,Female,8, I read the instructions,2,2.166666667,2.5,4,3.75,4.25,6,5,2.147058824,3.875,4,4.222222222,2,3.6
1,3,5,5,1,1,1,5,5,1,1,5,5,3,3,1,5,5,3,3,1,1,1,3,1,1,3,3,3,5,1,5,1,3,1,1,5,1,5,1,1,3,3,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,5,3,5,1,1,5,5,5,4,5,1,5,5,5,5,5,5,5,7,7,7,1,7,7,1,7,1,4,4,1,1,1,4,5,7,7,7,7,7,7,7,7,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,4,1,3,1,29,Female,8,I read the instructions,2,1.583333333,1.166666667,3.904761905,5.5,5.5,7,2.625,1.382352941,1,3.444444444,3.222222222,3.75,1.8
1,2,4,2,2,2,4,2,2,4,4,4,5,4,2,4,4,4,2,2,1,4,4,2,2,1,2,5,4,4,1,4,4,2,2,4,4,4,2,2,2,2,4,1,3,3,3,3,4,4,3,3,4,3,3,3,4,4,5,5,4,2,2,2,5,2,4,2,3,4,3,3,4,3,4,2,3,4,4,3,4,3,3,4,4,3,4,3,4,6,6,6,5,5,6,5,6,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,1,2,3,1,3,3,2,2,3,3,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,58,male,8,I read the instructions,2,3.5,3.416666667,3.428571429,5.5,5.75,2.125,2.25,1.764705882,2.25,3.333333333,4,2.5,2.3
